zip,city,city_t,canton
2322,Le Crêt-du-Locle,Le Cret-du-Locle,NE
2325,Les Planchettes,Les Planchettes,NE
2333,La Ferrière,La Ferriere,BE
2336,Les Bois,Les Bois,JU
2400,Le Locle,Le Locle,NE
2405,La Chaux-du-Milieu,La Chaux-du-Milieu,NE
2414,Cerneux-Péquignot,Cerneux-Pequignot,NE
2416,Les Brenets,Les Brenets,NE
4001,Basel,Basel,BS
2500,Biel/Bienne,Biel/Bienne,BE
2501,Biel/Bienne,Biel/Bienne,BE
2502,Biel/Bienne,Biel/Bienne,BE
2503,Biel/Bienne,Biel/Bienne,BE
2504,Biel/Bienne,Biel/Bienne,BE
2505,Biel/Bienne,Biel/Bienne,BE
2512,Tüscherz-Alfermée,Tuscherz-Alfermee,BE
2513,Twann,Twann,BE
2514,Ligerz,Ligerz,BE
2515,Prêles,Preles,BE
2516,Lamboing,Lamboing,BE
2517,Diesse,Diesse,BE
2518,Nods,Nods,BE
2520,La Neuveville,La Neuveville,BE
2523,Lignières,Lignieres,NE
2525,Le Landeron,Le Landeron,NE
2532,Magglingen/Macolin,Magglingen/Macolin,BE
2533,Evilard,Evilard,BE
2534,Orvin,Orvin,BE
2535,Frinvillier,Frinvillier,BE
2536,Plagne,Plagne,BE
2537,Vauffelin,Vauffelin,BE
2538,Romont BE,Romont BE,BE
2540,Grenchen,Grenchen,SO
2542,Pieterlen,Pieterlen,BE
2543,Lengnau BE,Lengnau BE,BE
2544,Bettlach,Bettlach,SO
2545,Selzach,Selzach,SO
2552,Orpund,Orpund,BE
2553,Safnern,Safnern,BE
2554,Meinisberg,Meinisberg,BE
2555,Brügg BE,Brugg BE,BE
2556,Scheuren,Scheuren,BE
2557,Studen BE,Studen BE,BE
2558,Aegerten,Aegerten,BE
2560,Nidau,Nidau,BE
2562,Port,Port,BE
2563,Ipsach,Ipsach,BE
2564,Bellmund,Bellmund,BE
2565,Jens,Jens,BE
2572,Sutz,Sutz,BE
2575,Täuffelen,Tauffelen,BE
2576,Lüscherz,Luscherz,BE
2577,Siselen BE,Siselen BE,BE
3237,Brüttelen,Bruttelen,BE
2603,Péry,Pery,BE
2604,La Heutte,La Heutte,BE
2605,Sonceboz-Sombeval,Sonceboz-Sombeval,BE
2606,Corgémont,Corgemont,BE
2607,Cortébert,Cortebert,BE
2608,Courtelary,Courtelary,BE
2610,St-Imier,St-Imier,BE
2612,Cormoret,Cormoret,BE
2613,Villeret,Villeret,BE
2615,Sonvilier,Sonvilier,BE
2616,Renan BE,Renan BE,BE
2710,Tavannes,Tavannes,BE
2712,Le Fuet,Le Fuet,BE
2714,Le Prédame,Le Predame,JU
2717,Fornet-Dessous,Fornet-Dessous,BE
2718,Fornet-Dessus,Fornet-Dessus,JU
2715,Châtelat-Monible,Chatelat-Monible,BE
2716,Sornetan,Sornetan,BE
2713,Bellelay,Bellelay,BE
2720,Tramelan,Tramelan,BE
2722,Les Reussilles,Les Reussilles,BE
2723,Mont-Tramelan,Mont-Tramelan,BE
2345,Les Breuleux,Les Breuleux,JU
2340,Le Noirmont,Le Noirmont,JU
2350,Saignelégier,Saignelegier,JU
2353,Les Pommerats,Les Pommerats,JU
2354,Goumois,Goumois,JU
2732,Reconvilier,Reconvilier,BE
2733,Pontenet,Pontenet,BE
2735,Malleray-Bévilard,Malleray-Bevilard,BE
2736,Sorvilier,Sorvilier,BE
2738,Court,Court,BE
2740,Moutier,Moutier,BE
2742,Perrefitte,Perrefitte,BE
2748,Souboz,Souboz,BE
2743,Eschert,Eschert,BE
2744,Belprahon,Belprahon,BE
2747,Seehof,Seehof,BE
2745,Grandval,Grandval,BE
2746,Crémines,Cremines,BE
2762,Roches BE,Roches BE,BE
2832,Rebeuvelier,Rebeuvelier,JU
2830,Courrendlin,Courrendlin,JU
2800,Delémont,Delemont,JU
2802,Develier,Develier,JU
2803,Bourrignon,Bourrignon,JU
2805,Soyhières,Soyhieres,JU
2806,Mettembert,Mettembert,JU
2807,Pleigne,Pleigne,JU
2812,Movelier,Movelier,JU
2813,Ederswiler,Ederswiler,JU
2814,Roggenburg,Roggenburg,BL
2822,Courroux,Courroux,JU
2823,Courcelon,Courcelon,JU
2824,Vicques,Vicques,JU
2825,Courchapoix,Courchapoix,JU
2826,Corban,Corban,JU
2827,Mervelier,Mervelier,JU
2828,Montsevelier,Montsevelier,JU
2829,Vermes,Vermes,JU
2842,Rossemaison,Rossemaison,JU
2843,Châtillon JU,Chatillon JU,JU
2852,Courtételle,Courtetelle,JU
2853,Courfaivre,Courfaivre,JU
2854,Bassecourt,Bassecourt,JU
2855,Glovelier,Glovelier,JU
2856,Boécourt,Boecourt,JU
2857,Montavon,Montavon,JU
2863,Undervelier,Undervelier,JU
2864,Soulce,Soulce,JU
2873,Saulcy,Saulcy,JU
2882,St-Ursanne,St-Ursanne,JU
2883,Montmelon,Montmelon,JU
2884,Montenol,Montenol,JU
2885,Epauvillers,Epauvillers,JU
2886,Epiquerez,Epiquerez,JU
2887,Soubey,Soubey,JU
2888,Seleute,Seleute,JU
2889,Ocourt,Ocourt,JU
2950,Courgenay,Courgenay,JU
2900,Porrentruy,Porrentruy,JU
2902,Fontenais,Fontenais,JU
2903,Villars-Fontenais,Villars-Fontenais,JU
2904,Bressaucourt,Bressaucourt,JU
2905,Courtedoux,Courtedoux,JU
2906,Chevenez,Chevenez,JU
2907,Rocourt,Rocourt,JU
2908,Grandfontaine,Grandfontaine,JU
2912,Roche-d'Or,Roche-d'Or,JU
2914,Damvant,Damvant,JU
2915,Bure,Bure,JU
2916,Fahy,Fahy,JU
2922,Courchavon,Courchavon,JU
2923,Courtemaîche,Courtemaiche,JU
2924,Montignez,Montignez,JU
2925,Buix,Buix,JU
2926,Boncourt,Boncourt,JU
2932,Coeuve,Coeuve,JU
2935,Beurnevésin,Beurnevesin,JU
2942,Alle,Alle,JU
2943,Vendlincourt,Vendlincourt,JU
2944,Bonfol,Bonfol,JU
2946,Miécourt,Miecourt,JU
2947,Charmoille,Charmoille,JU
2952,Cornol,Cornol,JU
2953,Fregiécourt-Pleuj,Fregiecourt-Pleuj,JU
2954,Asuel,Asuel,JU
3000,Bern,Bern,BE
3001,Bern,Bern,BE
3002,Bern Postfinance,Bern Postfinance,BE
3003,Bern,Bern,BE
3004,Bern,Bern,BE
3005,Bern,Bern,BE
3006,Bern,Bern,BE
3007,Bern,Bern,BE
3008,Bern,Bern,BE
3010,Bern,Bern,BE
3011,Bern,Bern,BE
3012,Bern,Bern,BE
3013,Bern,Bern,BE
3014,Bern,Bern,BE
3015,Bern,Bern,BE
3018,Bern,Bern,BE
3019,Bern,Bern,BE
3020,Bern,Bern,BE
3027,Bern,Bern,BE
3095,Spiegel b. Bern,Spiegel b. Bern,BE
3032,Hinterkappelen,Hinterkappelen,BE
3033,Wohlen b. Bern,Wohlen b. Bern,BE
3034,Murzelen,Murzelen,BE
3035,Frieswil,Frieswil,BE
3036,Detligen,Detligen,BE
3037,Herrenschwanden,Herrenschwanden,BE
3038,Kirchlindach,Kirchlindach,BE
3042,Ortschwaben,Ortschwaben,BE
3043,Uettligen,Uettligen,BE
3049,Säriswil,Sariswil,BE
3045,Meikirch,Meikirch,BE
3046,Wahlendorf,Wahlendorf,BE
3047,Bremgarten b. Bern,Bremgarten b. Bern,BE
3048,Worblaufen,Worblaufen,BE
3052,Zollikofen,Zollikofen,BE
3053,Münchenbuchsee,Munchenbuchsee,BE
3054,Schüpfen,Schupfen,BE
3063,Ittigen,Ittigen,BE
3065,Bolligen,Bolligen,BE
3066,Stettlen,Stettlen,BE
3067,Boll,Boll,BE
3068,Utzigen,Utzigen,BE
3072,Ostermundigen,Ostermundigen,BE
3073,Gümligen,Gumligen,BE
3074,Muri b. Bern,Muri b. Bern,BE
3075,Rüfenacht BE,Rufenacht BE,BE
3076,Worb,Worb,BE
3077,Enggistein,Enggistein,BE
3078,Richigen,Richigen,BE
3082,Schlosswil,Schlosswil,BE
3083,Trimstein,Trimstein,BE
3084,Wabern,Wabern,BE
3088,Oberbütschel,Oberbutschel,BE
3086,Zimmerwald,Zimmerwald,BE
3087,Niedermuhlern,Niedermuhlern,BE
3089,Hinterfultigen,Hinterfultigen,BE
3096,Oberbalm,Oberbalm,BE
3097,Liebefeld,Liebefeld,BE
3098,Köniz,Koniz,BE
3099,Rüti b. Riggisberg,Ruti b. Riggisberg,BE
3110,Münsingen,Munsingen,BE
3112,Allmendingen b. BE,Allmendingen b. BE,BE
3114,Wichtrach,Wichtrach,BE
3115,Gerzensee,Gerzensee,BE
3116,Kirchdorf BE,Kirchdorf BE,BE
3629,Kiesen,Kiesen,BE
3628,Uttigen,Uttigen,BE
3122,Kehrsatz,Kehrsatz,BE
3123,Belp,Belp,BE
3124,Belpberg,Belpberg,BE
3125,Toffen,Toffen,BE
3126,Kaufdorf,Kaufdorf,BE
3127,Mühlethurnen,Muhlethurnen,BE
3128,Kirchenthurnen,Kirchenthurnen,BE
3132,Riggisberg,Riggisberg,BE
3664,Burgistein,Burgistein,BE
3665,Wattenwil,Wattenwil,BE
3662,Seftigen,Seftigen,BE
3663,Gurzelen,Gurzelen,BE
3661,Uetendorf,Uetendorf,BE
3144,Gasel,Gasel,BE
3145,Niederscherli,Niederscherli,BE
3147,Mittelhäusern,Mittelhausern,BE
3148,Lanzenhäusern,Lanzenhausern,BE
3150,Schwarzenburg,Schwarzenburg,BE
3152,Mamishaus,Mamishaus,BE
3153,Rüschegg Gambach,Ruschegg Gambach,BE
3154,Rüschegg Heubach,Ruschegg Heubach,BE
3155,Helgisried,Helgisried,BE
3156,Riffenmatt,Riffenmatt,BE
3157,Milken,Milken,BE
3158,Guggisberg,Guggisberg,BE
3159,Riedstätt,Riedstatt,BE
3172,Niederwangen BE,Niederwangen BE,BE
3173,Oberwangen b. Bern,Oberwangen b. Bern,BE
3174,Thörishaus,Thorishaus,BE
3175,Flamatt,Flamatt,FR
3176,Neuenegg,Neuenegg,BE
3177,Laupen BE,Laupen BE,BE
3178,Bösingen,Bosingen,FR
3179,Kriechenwil,Kriechenwil,BE
3182,Ueberstorf,Ueberstorf,FR
3183,Albligen,Albligen,BE
3184,Wünnewil,Wunnewil,FR
3186,Düdingen,Dudingen,FR
3202,Frauenkappelen,Frauenkappelen,BE
3203,Mühleberg,Muhleberg,BE
3204,Rosshäusern,Rosshausern,BE
3205,Gümmenen,Gummenen,BE
3206,Rizenbach,Rizenbach,BE
3207,Wileroltigen,Wileroltigen,BE
3208,Gurbrü,Gurbru,BE
3210,Kerzers,Kerzers,FR
3216,Ried b. Kerzers,Ried b. Kerzers,FR
3215,Gempenach,Gempenach,FR
3214,Ulmiz,Ulmiz,FR
3213,Liebistorf,Liebistorf,FR
3212,Gurmels,Gurmels,FR
3225,Müntschemier,Muntschemier,BE
3226,Treiten,Treiten,BE
3232,Ins,Ins,BE
3233,Tschugg,Tschugg,BE
3234,Vinelz,Vinelz,BE
3235,Erlach,Erlach,BE
3236,Gampelen,Gampelen,BE
3250,Lyss,Lyss,BE
3251,Wengi b. Büren,Wengi b. Buren,BE
3252,Worben,Worben,BE
3253,Schnottwil,Schnottwil,SO
3254,Messen,Messen,SO
3255,Rapperswil BE,Rapperswil BE,BE
3256,Dieterswil,Dieterswil,BE
3257,Grossaffoltern,Grossaffoltern,BE
3262,Suberg,Suberg,BE
3263,Büetigen,Buetigen,BE
3264,Diessbach b. Büren,Diessbach b. Buren,BE
3266,Wiler b. Seedorf,Wiler b. Seedorf,BE
3267,Seedorf BE,Seedorf BE,BE
3268,Lobsigen,Lobsigen,BE
3270,Aarberg,Aarberg,BE
3271,Radelfingen,Radelfingen,BE
3272,Walperswil,Walperswil,BE
3273,Kappelen,Kappelen,BE
3274,Hermrigen,Hermrigen,BE
3280,Murten,Murten,FR
3282,Bargen BE,Bargen BE,BE
3283,Kallnach,Kallnach,BE
3284,Fräschels,Fraschels,FR
3285,Galmiz,Galmiz,FR
3286,Muntelier,Muntelier,FR
3292,Busswil BE,Busswil BE,BE
3293,Dotzigen,Dotzigen,BE
3294,Büren an der Aare,Buren an der Aare,BE
3295,Rüti b. Büren,Ruti b. Buren,BE
3296,Arch,Arch,BE
3297,Leuzigen,Leuzigen,BE
3298,Oberwil b. Büren,Oberwil b. Buren,BE
3302,Moosseedorf,Moosseedorf,BE
3303,Jegenstorf,Jegenstorf,BE
3308,Grafenried,Grafenried,BE
3312,Fraubrunnen,Fraubrunnen,BE
3313,Büren zum Hof,Buren zum Hof,BE
3314,Schalunen,Schalunen,BE
3315,Bätterkinden,Batterkinden,BE
3321,Schönbühl EKZ,Schonbuhl EKZ,BE
3322,Urtenen-Schönbühl,Urtenen-Schonbuhl,BE
3323,Bäriswil BE,Bariswil BE,BE
3324,Hindelbank,Hindelbank,BE
3325,Hettiswil,Hettiswil,BE
3326,Krauchthal,Krauchthal,BE
3305,Iffwil,Iffwil,BE
3306,Etzelkofen,Etzelkofen,BE
3307,Brunnenthal,Brunnenthal,SO
3309,Kernenried,Kernenried,BE
3317,Limpach,Limpach,BE
3360,Herzogenbuchsee,Herzogenbuchsee,BE
3429,Höchstetten-Hells,Hochstetten-Hells,BE
4556,Aeschi SO,Aeschi SO,SO
3376,Graben,Graben,BE
3372,Wanzwil,Wanzwil,BE
3373,Heimenhausen,Heimenhausen,BE
3374,Wangenried,Wangenried,BE
3362,Niederönz,Niederonz,BE
3363,Oberönz,Oberonz,BE
3365,Seeberg,Seeberg,BE
3366,Bettenhausen,Bettenhausen,BE
3367,Thörigen,Thorigen,BE
3368,Bleienbach,Bleienbach,BE
3400,Burgdorf,Burgdorf,BE
3401,Burgdorf,Burgdorf,BE
3402,Burgdorf,Burgdorf,BE
3412,Heimiswil,Heimiswil,BE
3413,Kaltacker,Kaltacker,BE
3414,Oberburg,Oberburg,BE
3415,Hasle-Rüegsau,Hasle-Ruegsau,BE
3416,Affoltern BE,Affoltern BE,BE
3417,Rüegsau,Ruegsau,BE
3418,Rüegsbach,Ruegsbach,BE
3419,Biembach,Biembach,BE
3421,Lyssach,Lyssach,BE
3422,Kirchberg BE,Kirchberg BE,BE
3423,Ersigen,Ersigen,BE
3424,Niederösch,Niederosch,BE
3425,Koppigen,Koppigen,BE
3426,Aefligen,Aefligen,BE
3427,Utzenstorf,Utzenstorf,BE
3428,Wiler b.Utzenstorf,Wiler b.Utzenstorf,BE
3432,Lützelflüh-Goldb,Lutzelfluh-Goldb,BE
3433,Schwanden i. E.,Schwanden i. E.,BE
3434,Obergoldbach,Obergoldbach,BE
3435,Ramsei,Ramsei,BE
3436,Zollbrück,Zollbruck,BE
3437,Rüderswil,Ruderswil,BE
3438,Lauperswil,Lauperswil,BE
3439,Ranflüh,Ranfluh,BE
3452,Grünenmatt,Grunenmatt,BE
3453,Heimisbach,Heimisbach,BE
3454,Sumiswald,Sumiswald,BE
3455,Grünen,Grunen,BE
3456,Trachselwald,Trachselwald,BE
3457,Wasen im Emmental,Wasen im Emmental,BE
3462,Weier im Emmental,Weier im Emmental,BE
3463,Häusernmoos,Hausernmoos,BE
3464,Schmidigen-Mühlew,Schmidigen-Muhlew,BE
3465,Dürrenroth,Durrenroth,BE
3472,Wynigen,Wynigen,BE
3473,Alchenstorf,Alchenstorf,BE
3474,Rüedisbach,Ruedisbach,BE
3475,Riedtwil,Riedtwil,BE
3476,Oschwand,Oschwand,BE
3111,Tägertschi,Tagertschi,BE
3503,Gysenstein,Gysenstein,BE
3504,Niederhünigen,Niederhunigen,BE
3506,Grosshöchstetten,Grosshochstetten,BE
3507,Biglen,Biglen,BE
3508,Arni BE,Arni BE,BE
3510,Konolfingen,Konolfingen,BE
3512,Walkringen,Walkringen,BE
3513,Bigenthal,Bigenthal,BE
3672,Oberdiessbach,Oberdiessbach,BE
3673,Linden,Linden,BE
3674,Bleiken,Bleiken,BE
3671,Brenzikofen,Brenzikofen,BE
3531,Oberthal,Oberthal,BE
3532,Zäziwil,Zaziwil,BE
3533,Bowil,Bowil,BE
3534,Signau,Signau,BE
3535,Schüpbach,Schupbach,BE
3536,Aeschau,Aeschau,BE
3537,Eggiwil,Eggiwil,BE
3538,Röthenbach i. E.,Rothenbach i. E.,BE
3543,Emmenmatt,Emmenmatt,BE
3550,Langnau i. E.,Langnau i. E.,BE
3551,Oberfrittenbach,Oberfrittenbach,BE
3552,Bärau,Barau,BE
3553,Gohl,Gohl,BE
3555,Trubschachen,Trubschachen,BE
3556,Trub,Trub,BE
3557,Fankhaus (Trub),Fankhaus (Trub),BE
3600,Thun,Thun,BE
3601,Thun,Thun,BE
3602,Thun,Thun,BE
3603,Thun,Thun,BE
3604,Thun,Thun,BE
3605,Thun,Thun,BE
3607,Thun,Thun,BE
3608,Thun,Thun,BE
3617,Fahrni b. Thun,Fahrni b. Thun,BE
3618,Süderen,Suderen,BE
3619,Eriz,Eriz,BE
3622,Homberg b. Thun,Homberg b. Thun,BE
3635,Uebeschi,Uebeschi,BE
3631,Höfen b. Thun,Hofen b. Thun,BE
3636,Längenbühl,Langenbuhl,BE
3612,Steffisburg,Steffisburg,BE
3613,Steffisburg,Steffisburg,BE
3614,Unterlangenegg,Unterlangenegg,BE
3615,Heimenschwand,Heimenschwand,BE
3616,Schwarzenegg,Schwarzenegg,BE
3623,Teuffenthal BE,Teuffenthal BE,BE
3624,Goldiwil (Thun),Goldiwil (Thun),BE
3625,Heiligenschwendi,Heiligenschwendi,BE
3626,Hünibach,Hunibach,BE
3627,Heimberg,Heimberg,BE
3633,Amsoldingen,Amsoldingen,BE
3634,Thierachern,Thierachern,BE
3638,Blumenstein,Blumenstein,BE
3645,Gwatt (Thun),Gwatt (Thun),BE
3646,Einigen,Einigen,BE
3647,Reutigen,Reutigen,BE
3652,Hilterfingen,Hilterfingen,BE
3653,Oberhofen Thun'see,Oberhofen Thun'see,BE
3654,Gunten,Gunten,BE
3655,Sigriswil,Sigriswil,BE
3656,Tschingel,Tschingel,BE
3657,Schwanden Sigrisw,Schwanden Sigrisw,BE
3658,Merligen,Merligen,BE
3700,Spiez,Spiez,BE
3702,Hondrich,Hondrich,BE
3703,Aeschi b. Spiez,Aeschi b. Spiez,BE
3704,Krattigen,Krattigen,BE
3705,Faulensee,Faulensee,BE
3706,Leissigen,Leissigen,BE
3707,Därligen,Darligen,BE
3711,Emdthal,Emdthal,BE
3713,Reichenbach i. K.,Reichenbach i. K.,BE
3714,Frutigen,Frutigen,BE
3715,Adelboden,Adelboden,BE
3716,Kandergrund,Kandergrund,BE
3717,Blausee-Mitholz,Blausee-Mitholz,BE
3718,Kandersteg,Kandersteg,BE
3722,Scharnachtal,Scharnachtal,BE
3723,Kiental,Kiental,BE
3724,Ried (Frutigen),Ried (Frutigen),BE
3725,Achseten,Achseten,BE
3752,Wimmis,Wimmis,BE
3753,Oey,Oey,BE
3754,Diemtigen,Diemtigen,BE
3755,Horboden,Horboden,BE
3756,Zwischenflüh,Zwischenfluh,BE
3757,Schwenden,Schwenden,BE
3758,Latterbach,Latterbach,BE
3762,Erlenbach i. S.,Erlenbach i. S.,BE
3763,Därstetten,Darstetten,BE
3764,Weissenburg,Weissenburg,BE
3765,Oberwil i. S.,Oberwil i. S.,BE
3766,Boltigen,Boltigen,BE
3770,Zweisimmen,Zweisimmen,BE
3771,Blankenburg,Blankenburg,BE
3772,St. Stephan,St. Stephan,BE
3773,Matten(St.Stephan),Matten(St.Stephan),BE
3775,Lenk im Simmental,Lenk im Simmental,BE
3776,Oeschseite,Oeschseite,BE
3777,Saanenmöser,Saanenmoser,BE
3778,Schönried,Schonried,BE
3780,Gstaad,Gstaad,BE
3781,Turbach,Turbach,BE
3782,Lauenen b. Gstaad,Lauenen b. Gstaad,BE
3783,Grund b. Gstaad,Grund b. Gstaad,BE
3784,Feutersoey,Feutersoey,BE
3785,Gsteig b. Gstaad,Gsteig b. Gstaad,BE
3792,Saanen,Saanen,BE
3800,Interlaken,Interlaken,BE
3801,Jungfraujoch,Jungfraujoch,VS
3803,Beatenberg,Beatenberg,BE
3804,Habkern,Habkern,BE
3805,Goldswil,Goldswil,BE
3806,Bönigen,Bonigen,BE
3807,Iseltwald,Iseltwald,BE
3812,Wilderswil,Wilderswil,BE
3813,Saxeten,Saxeten,BE
3814,Gsteigwiler,Gsteigwiler,BE
3815,Zweilütschinen,Zweilutschinen,BE
3816,Lütschental,Lutschental,BE
3818,Grindelwald,Grindelwald,BE
3822,Lauterbrunnen,Lauterbrunnen,BE
3823,Wengen,Wengen,BE
3824,Stechelberg,Stechelberg,BE
3825,Mürren,Murren,BE
3826,Gimmelwald,Gimmelwald,BE
3852,Ringgenberg BE,Ringgenberg BE,BE
3853,Niederried Interl,Niederried Interl,BE
3854,Oberried Brienz,Oberried Brienz,BE
3855,Brienz BE,Brienz BE,BE
3856,Brienzwiler,Brienzwiler,BE
3857,Unterbach BE,Unterbach BE,BE
3858,Hofstetten BE,Hofstetten BE,BE
3860,Meiringen,Meiringen,BE
3862,Innertkirchen,Innertkirchen,BE
3863,Gadmen,Gadmen,BE
3864,Guttannen,Guttannen,BE
3900,Brig,Brig,VS
3949,Hohtenn,Hohtenn,VS
3903,Birgisch,Birgisch,VS
3914,Blatten b. Naters,Blatten b. Naters,VS
3913,Rosswald,Rosswald,VS
3911,Ried-Brig,Ried-Brig,VS
3912,Termen,Termen,VS
3901,Rothwald,Rothwald,VS
3907,Simplon Hospiz,Simplon Hospiz,VS
3922,Eisten,Eisten,VS
3908,Saas-Balen,Saas-Balen,VS
3910,Saas-Grund,Saas-Grund,VS
3902,Glis,Glis,VS
3917,Goppenstein,Goppenstein,VS
3916,Ferden,Ferden,VS
3918,Wiler (Lötschen),Wiler (Lotschen),VS
3919,Blatten(Lötschen),Blatten(Lotschen),VS
3904,Naters,Naters,VS
3905,Saas-Almagell,Saas-Almagell,VS
3906,Saas-Fee,Saas-Fee,VS
3920,Zermatt,Zermatt,VS
3923,Törbel,Torbel,VS
3926,Embd,Embd,VS
3927,Herbriggen,Herbriggen,VS
3928,Randa,Randa,VS
3929,Täsch,Tasch,VS
3924,St. Niklaus VS,St. Niklaus VS,VS
3925,Grächen,Grachen,VS
3930,Visp,Visp,VS
3942,St. German,St. German,VS
3933,Staldenried,Staldenried,VS
3937,Baltschieder,Baltschieder,VS
3938,Ausserberg,Ausserberg,VS
3939,Eggerberg,Eggerberg,VS
3931,Lalden,Lalden,VS
3932,Visperterminen,Visperterminen,VS
3934,Zeneggen,Zeneggen,VS
3935,Bürchen,Burchen,VS
3943,Eischoll,Eischoll,VS
3944,Unterbäch VS,Unterbach VS,VS
3947,Ergisch,Ergisch,VS
3948,Unterems,Unterems,VS
3946,Gruben,Gruben,VS
3951,Agarn,Agarn,VS
3955,Albinen,Albinen,VS
3956,Guttet-Feschel,Guttet-Feschel,VS
3957,Erschmatt,Erschmatt,VS
3953,Varen,Varen,VS
3976,Noës,Noes,VS
3978,Flanthey,Flanthey,VS
1978,Lens,Lens,VS
1977,Icogne,Icogne,VS
3979,Grône,Grone,VS
3945,Gampel,Gampel,VS
3952,Susten,Susten,VS
3954,Leukerbad,Leukerbad,VS
3970,Salgesch,Salgesch,VS
3977,Granges VS,Granges VS,VS
1958,St-Léonard,St-Leonard,VS
3960,Sierre,Sierre,VS
3971,Chermignon,Chermignon,VS
3972,Miège,Miege,VS
3973,Venthône,Venthone,VS
3974,Mollens VS,Mollens VS,VS
3975,Randogne,Randogne,VS
3961,Vissoie,Vissoie,VS
3967,Vercorin,Vercorin,VS
3963,Montana,Montana,VS
3965,Chippis,Chippis,VS
3966,Chalais,Chalais,VS
3968,Veyras,Veyras,VS
3982,Bitsch,Bitsch,VS
3993,Grengiols,Grengiols,VS
3994,Lax,Lax,VS
3997,Bellwald,Bellwald,VS
3989,Niederwald,Niederwald,VS
3998,Gluringen,Gluringen,VS
3985,Geschinen,Geschinen,VS
3988,Obergesteln,Obergesteln,VS
3999,Oberwald,Oberwald,VS
3986,Ried-Mörel,Ried-Morel,VS
3987,Riederalp,Riederalp,VS
3991,Betten,Betten,VS
3992,Bettmeralp,Bettmeralp,VS
3995,Ernen,Ernen,VS
3996,Binn,Binn,VS
3983,Mörel,Morel,VS
3984,Fiesch,Fiesch,VS
4000,Basel,Basel,BS
4002,Basel 2 Annahme,Basel 2 Annahme,BS
4003,Basel,Basel,BS
4004,Basel,Basel,BS
4005,Basel,Basel,BS
4007,Basel,Basel,BS
4008,Basel,Basel,BS
4009,Basel,Basel,BS
4010,Basel,Basel,BS
4011,Basel,Basel,BS
4012,Basel,Basel,BS
4013,Basel,Basel,BS
4015,Basel,Basel,BS
4016,Basel,Basel,BS
4017,Basel,Basel,BS
4018,Basel,Basel,BS
4019,Basel,Basel,BS
4020,Basel,Basel,BS
4023,Basel,Basel,BL
4024,Basel,Basel,BS
4025,Basel,Basel,BS
4030,Basel,Basel,BS
4031,Basel UniSpital,Basel UniSpital,BS
4032,Basel,Basel,BS
4051,Basel,Basel,BS
4052,Basel,Basel,BS
4053,Basel,Basel,BS
4054,Basel,Basel,BS
4055,Basel,Basel,BS
4056,Basel,Basel,BS
4057,Basel,Basel,BS
4058,Basel,Basel,BS
4059,Basel,Basel,BS
4091,Basel,Basel,BS
4101,Bruderholz,Bruderholz,BL
4102,Binningen,Binningen,BL
4103,Bottmingen,Bottmingen,BL
4104,Oberwil BL,Oberwil BL,BL
4105,Biel-Benken BL,Biel-Benken BL,BL
4106,Therwil,Therwil,BL
4107,Ettingen,Ettingen,BL
4108,Witterswil,Witterswil,SO
4112,Bättwil-Flüh,Battwil-Fluh,SO
4114,Hofstetten SO,Hofstetten SO,SO
4115,Mariastein,Mariastein,SO
4116,Metzerlen,Metzerlen,SO
4117,Burg im Leimental,Burg im Leimental,BL
4118,Rodersdorf,Rodersdorf,SO
4123,Allschwil,Allschwil,BL
4124,Schönenbuch,Schonenbuch,BL
4125,Riehen,Riehen,BS
4126,Bettingen,Bettingen,BS
4127,Birsfelden,Birsfelden,BL
4132,Muttenz,Muttenz,BL
4133,Pratteln,Pratteln,BL
4142,Münchenstein,Munchenstein,BL
4143,Dornach,Dornach,SO
4144,Arlesheim,Arlesheim,BL
4145,Gempen,Gempen,SO
4146,Hochwald,Hochwald,SO
4147,Aesch BL,Aesch BL,BL
4148,Pfeffingen,Pfeffingen,BL
4153,Reinach BL,Reinach BL,BL
4202,Duggingen,Duggingen,BL
4203,Grellingen,Grellingen,BL
4206,Seewen SO,Seewen SO,SO
4207,Bretzwil,Bretzwil,BL
4208,Nunningen,Nunningen,SO
4222,Zwingen,Zwingen,BL
4225,Brislach,Brislach,BL
4226,Breitenbach,Breitenbach,SO
4227,Büsserach,Busserach,SO
4228,Erschwil,Erschwil,SO
4242,Laufen,Laufen,BL
4243,Dittingen,Dittingen,BL
4244,Röschenz,Roschenz,BL
4245,Kleinlützel,Kleinlutzel,SO
4204,Himmelried,Himmelried,SO
4223,Blauen,Blauen,BL
4224,Nenzlingen,Nenzlingen,BL
4229,Beinwil SO,Beinwil SO,SO
4232,Fehren,Fehren,SO
4233,Meltingen,Meltingen,SO
4234,Zullwil,Zullwil,SO
4246,Wahlen b. Laufen,Wahlen b. Laufen,BL
4247,Grindel,Grindel,SO
4252,Bärschwil,Barschwil,SO
4253,Liesberg,Liesberg,BL
4254,Liesberg Dorf,Liesberg Dorf,BL
4302,Augst BL,Augst BL,BL
4303,Kaiseraugst,Kaiseraugst,AG
4304,Giebenach,Giebenach,BL
4305,Olsberg,Olsberg,AG
4310,Rheinfelden,Rheinfelden,AG
4312,Magden,Magden,AG
4313,Möhlin,Mohlin,AG
4314,Zeiningen,Zeiningen,AG
4315,Zuzgen,Zuzgen,AG
4316,Hellikon,Hellikon,AG
4317,Wegenstetten,Wegenstetten,AG
4322,Mumpf,Mumpf,AG
